,__num_present_meta,__pct_present_meta
0,30,0.5172413793103449
1,30,0.5172413793103449
2,30,0.5172413793103449
3,29,0.5
4,29,0.5
5,29,0.5
6,29,0.5
7,29,0.5
8,29,0.5
9,29,0.5
10,29,0.5
11,29,0.5
12,29,0.5
13,29,0.5
14,29,0.5
15,29,0.5
16,29,0.5
17,29,0.5
18,29,0.5
19,29,0.5
20,29,0.5
21,29,0.5
22,29,0.5
23,29,0.5
24,29,0.5
25,29,0.5
26,29,0.5
27,29,0.5
28,29,0.5
29,29,0.5
30,29,0.5
31,29,0.5
32,29,0.5
33,29,0.5
34,29,0.5
35,29,0.5
36,29,0.5
37,29,0.5
38,29,0.5
39,29,0.5
40,29,0.5
41,29,0.5
42,29,0.5
43,29,0.5
44,29,0.5
45,29,0.5
46,29,0.5
47,29,0.5
48,29,0.5
49,29,0.5
50,29,0.5
51,29,0.5
52,29,0.5
53,29,0.5
54,29,0.5
55,29,0.5
56,30,0.5172413793103449
57,30,0.5172413793103449
58,30,0.5172413793103449
59,30,0.5172413793103449
60,29,0.5
61,29,0.5
62,29,0.5
63,29,0.5
64,29,0.5
65,29,0.5
66,29,0.5
67,29,0.5
68,29,0.5
69,29,0.5
70,29,0.5
71,29,0.5
72,29,0.5
73,29,0.5
74,29,0.5
75,29,0.5
76,29,0.5
77,29,0.5
78,29,0.5
79,29,0.5
80,29,0.5
81,29,0.5
82,29,0.5
83,29,0.5
84,29,0.5
85,29,0.5
86,29,0.5
87,29,0.5
88,29,0.5
89,29,0.5
90,29,0.5
91,29,0.5
92,29,0.5
93,29,0.5
94,30,0.5172413793103449
95,30,0.5172413793103449
96,30,0.5172413793103449
97,30,0.5172413793103449
98,29,0.5
99,29,0.5
100,29,0.5
101,29,0.5
102,29,0.5
103,29,0.5
104,29,0.5
105,29,0.5
106,29,0.5
107,29,0.5
108,29,0.5
109,29,0.5
110,29,0.5
111,29,0.5
112,29,0.5
113,29,0.5
114,29,0.5
115,29,0.5
116,29,0.5
117,29,0.5
118,29,0.5
119,29,0.5
120,29,0.5
121,29,0.5
122,29,0.5
123,29,0.5
124,29,0.5
125,29,0.5
126,29,0.5
127,29,0.5
128,29,0.5
129,29,0.5
130,29,0.5
131,29,0.5
132,29,0.5
133,29,0.5
134,29,0.5
135,29,0.5
136,29,0.5
137,29,0.5
138,29,0.5
139,29,0.5
140,29,0.5
141,29,0.5
142,29,0.5
143,29,0.5
144,29,0.5
145,29,0.5
146,29,0.5
147,29,0.5
148,29,0.5
149,29,0.5
150,29,0.5
151,29,0.5
152,29,0.5
153,29,0.5
154,29,0.5
155,29,0.5
156,29,0.5
157,29,0.5
158,29,0.5
159,29,0.5
160,29,0.5
161,29,0.5
162,29,0.5
163,29,0.5
164,29,0.5
165,29,0.5
166,29,0.5
167,29,0.5
168,29,0.5
169,30,0.5172413793103449
170,30,0.5172413793103449
171,30,0.5172413793103449
172,29,0.5
173,29,0.5
174,29,0.5
175,29,0.5
176,29,0.5
177,30,0.5172413793103449
178,29,0.5
179,29,0.5
180,29,0.5
181,29,0.5
182,29,0.5
183,29,0.5
184,29,0.5
185,29,0.5
186,29,0.5
187,29,0.5
188,29,0.5
189,29,0.5
190,29,0.5
191,29,0.5
192,29,0.5
193,29,0.5
194,29,0.5
195,29,0.5
196,30,0.5172413793103449
197,30,0.5172413793103449
198,28,0.4827586206896552
199,27,0.46551724137931033
200,28,0.4827586206896552
201,28,0.4827586206896552
202,28,0.4827586206896552
203,28,0.4827586206896552
204,28,0.4827586206896552
205,28,0.4827586206896552
206,28,0.4827586206896552
207,28,0.4827586206896552
208,28,0.4827586206896552
209,28,0.4827586206896552
210,28,0.4827586206896552
211,28,0.4827586206896552
212,28,0.4827586206896552
213,28,0.4827586206896552
214,28,0.4827586206896552
215,28,0.4827586206896552
216,28,0.4827586206896552
217,28,0.4827586206896552
218,28,0.4827586206896552
219,28,0.4827586206896552
220,28,0.4827586206896552
221,28,0.4827586206896552
222,28,0.4827586206896552
223,28,0.4827586206896552
224,28,0.4827586206896552
225,28,0.4827586206896552
226,28,0.4827586206896552
227,28,0.4827586206896552
228,28,0.4827586206896552
229,28,0.4827586206896552
230,28,0.4827586206896552
231,28,0.4827586206896552
232,28,0.4827586206896552
233,28,0.4827586206896552
234,28,0.4827586206896552
235,28,0.4827586206896552
236,28,0.4827586206896552
237,28,0.4827586206896552
238,28,0.4827586206896552
239,27,0.46551724137931033
240,27,0.46551724137931033
241,28,0.4827586206896552
242,28,0.4827586206896552
243,28,0.4827586206896552
244,28,0.4827586206896552
245,28,0.4827586206896552
246,28,0.4827586206896552
247,28,0.4827586206896552
248,28,0.4827586206896552
249,28,0.4827586206896552
250,28,0.4827586206896552
251,27,0.46551724137931033
252,28,0.4827586206896552
253,28,0.4827586206896552
254,27,0.46551724137931033
255,28,0.4827586206896552
256,28,0.4827586206896552
257,28,0.4827586206896552
258,27,0.46551724137931033
259,28,0.4827586206896552
260,28,0.4827586206896552
261,28,0.4827586206896552
262,28,0.4827586206896552
263,28,0.4827586206896552
264,28,0.4827586206896552
265,28,0.4827586206896552
266,28,0.4827586206896552
267,28,0.4827586206896552
268,28,0.4827586206896552
269,28,0.4827586206896552
270,28,0.4827586206896552
271,28,0.4827586206896552
272,28,0.4827586206896552
273,28,0.4827586206896552
274,28,0.4827586206896552
275,28,0.4827586206896552
276,28,0.4827586206896552
277,28,0.4827586206896552
278,28,0.4827586206896552
279,28,0.4827586206896552
280,28,0.4827586206896552
281,28,0.4827586206896552
282,28,0.4827586206896552
283,28,0.4827586206896552
284,28,0.4827586206896552
285,28,0.4827586206896552
286,28,0.4827586206896552
287,28,0.4827586206896552
288,28,0.4827586206896552
289,28,0.4827586206896552
290,28,0.4827586206896552
291,28,0.4827586206896552
292,28,0.4827586206896552
293,27,0.46551724137931033
294,28,0.4827586206896552
295,28,0.4827586206896552
296,28,0.4827586206896552
297,28,0.4827586206896552
298,27,0.46551724137931033
299,28,0.4827586206896552
300,28,0.4827586206896552
301,28,0.4827586206896552
302,28,0.4827586206896552
303,28,0.4827586206896552
304,27,0.46551724137931033
305,28,0.4827586206896552
306,27,0.46551724137931033
307,28,0.4827586206896552
308,28,0.4827586206896552
309,28,0.4827586206896552
310,27,0.46551724137931033
311,28,0.4827586206896552
312,28,0.4827586206896552
313,27,0.46551724137931033
314,28,0.4827586206896552
315,28,0.4827586206896552
316,28,0.4827586206896552
317,28,0.4827586206896552
318,28,0.4827586206896552
319,28,0.4827586206896552
320,28,0.4827586206896552
321,28,0.4827586206896552
322,28,0.4827586206896552
323,28,0.4827586206896552
324,28,0.4827586206896552
325,28,0.4827586206896552
326,28,0.4827586206896552
327,28,0.4827586206896552
328,28,0.4827586206896552
329,28,0.4827586206896552
330,28,0.4827586206896552
331,28,0.4827586206896552
332,28,0.4827586206896552
333,28,0.4827586206896552
334,28,0.4827586206896552
335,28,0.4827586206896552
336,28,0.4827586206896552
337,28,0.4827586206896552
338,28,0.4827586206896552
339,28,0.4827586206896552
340,28,0.4827586206896552
341,28,0.4827586206896552
342,28,0.4827586206896552
343,28,0.4827586206896552
344,28,0.4827586206896552
345,28,0.4827586206896552
346,28,0.4827586206896552
347,28,0.4827586206896552
348,28,0.4827586206896552
349,28,0.4827586206896552
350,28,0.4827586206896552
351,28,0.4827586206896552
352,28,0.4827586206896552
353,28,0.4827586206896552
354,28,0.4827586206896552
355,28,0.4827586206896552
356,28,0.4827586206896552
357,28,0.4827586206896552
358,28,0.4827586206896552
359,28,0.4827586206896552
360,28,0.4827586206896552
361,28,0.4827586206896552
362,27,0.46551724137931033
363,28,0.4827586206896552
364,28,0.4827586206896552
365,28,0.4827586206896552
366,28,0.4827586206896552
367,28,0.4827586206896552
368,28,0.4827586206896552
369,28,0.4827586206896552
370,28,0.4827586206896552
371,28,0.4827586206896552
372,28,0.4827586206896552
373,28,0.4827586206896552
374,28,0.4827586206896552
375,28,0.4827586206896552
376,28,0.4827586206896552
377,28,0.4827586206896552
378,28,0.4827586206896552
379,28,0.4827586206896552
380,28,0.4827586206896552
381,28,0.4827586206896552
382,28,0.4827586206896552
383,28,0.4827586206896552
384,28,0.4827586206896552
385,28,0.4827586206896552
386,28,0.4827586206896552
387,28,0.4827586206896552
388,28,0.4827586206896552
389,28,0.4827586206896552
390,28,0.4827586206896552
391,28,0.4827586206896552
392,28,0.4827586206896552
393,28,0.4827586206896552
394,28,0.4827586206896552
395,27,0.46551724137931033
396,28,0.4827586206896552
397,28,0.4827586206896552
398,28,0.4827586206896552
399,28,0.4827586206896552
400,28,0.4827586206896552
401,28,0.4827586206896552
402,28,0.4827586206896552
403,27,0.46551724137931033
404,28,0.4827586206896552
405,28,0.4827586206896552
406,27,0.46551724137931033
407,28,0.4827586206896552
408,28,0.4827586206896552
409,27,0.46551724137931033
410,28,0.4827586206896552
411,28,0.4827586206896552
412,28,0.4827586206896552
413,27,0.46551724137931033
414,28,0.4827586206896552
415,28,0.4827586206896552
416,28,0.4827586206896552
417,28,0.4827586206896552
418,28,0.4827586206896552
419,28,0.4827586206896552
420,28,0.4827586206896552
421,28,0.4827586206896552
422,27,0.46551724137931033
423,27,0.46551724137931033
424,28,0.4827586206896552
425,28,0.4827586206896552
426,28,0.4827586206896552
427,28,0.4827586206896552
428,28,0.4827586206896552
429,28,0.4827586206896552
430,28,0.4827586206896552
431,28,0.4827586206896552
432,28,0.4827586206896552
433,28,0.4827586206896552
434,27,0.46551724137931033
435,28,0.4827586206896552
436,28,0.4827586206896552
437,28,0.4827586206896552
438,28,0.4827586206896552
439,28,0.4827586206896552
440,28,0.4827586206896552
441,28,0.4827586206896552
442,28,0.4827586206896552
443,28,0.4827586206896552
444,28,0.4827586206896552
445,28,0.4827586206896552
446,28,0.4827586206896552
447,28,0.4827586206896552
448,28,0.4827586206896552
449,28,0.4827586206896552
450,28,0.4827586206896552
451,28,0.4827586206896552
452,28,0.4827586206896552
453,28,0.4827586206896552
454,28,0.4827586206896552
455,28,0.4827586206896552
456,27,0.46551724137931033
457,28,0.4827586206896552
458,28,0.4827586206896552
459,28,0.4827586206896552
460,28,0.4827586206896552
461,28,0.4827586206896552
462,28,0.4827586206896552
463,28,0.4827586206896552
464,28,0.4827586206896552
465,28,0.4827586206896552
466,28,0.4827586206896552
467,28,0.4827586206896552
468,28,0.4827586206896552
469,28,0.4827586206896552
470,28,0.4827586206896552
471,28,0.4827586206896552
472,28,0.4827586206896552
473,28,0.4827586206896552
474,28,0.4827586206896552
475,28,0.4827586206896552
476,28,0.4827586206896552
477,28,0.4827586206896552
478,28,0.4827586206896552
479,28,0.4827586206896552
